"Call_Received_Date","Call_Received_Time","Incident_ID","Call_Method","Nature_Code_Description","Location_Address","Report_Number","Closing_Disposition/Cancel_Code","fileName"
2022-01-21,"12:29PM","220105205","PHONE","HARASSMENT","1315-208 MAYFIELD DR","","ASC","PressLog (2) copy.pdf"
2022-01-21,"12:01PM","220105203","PHONE","MEDICAL ASSIST/AMBULANCE CALL","4613 TWAIN ST","","NRSP","PressLog (2) copy.pdf"
2022-01-21,"11:52AM","220105200","PHONE","MEDICAL ASSIST/AMBULANCE CALL","4610 TWAIN ST","","NRSP","PressLog (2) copy.pdf"
2022-01-21,"11:43AM","220105197","PHONE","MEDICAL ASSIST/AMBULANCE CALL","2018 BURNETT AVE","","NRSP","PressLog (2) copy.pdf"
2022-01-21,"11:38AM","220105195","PHONE","PARKING ENFORCEMENT/COMPLAINT","DONALD ST/STANTON AVE","","UTL","PressLog (2) copy.pdf"
2022-01-21,"11:15AM","220105190","PHONE","MOTOR VEH CRASH/PROP DAMAGE","MORTENSEN PKWY/UNIVERSITY BLVD","22000250","RPT","PressLog (2) copy.pdf"
2022-01-21,"11:03AM","220105184","PHONE","GENERAL ALARM BANK / RESIDENTI","402 MAIN ST","","CFAL","PressLog (2) copy.pdf"
2022-01-21,"10:53AM","220105181","PHONE","PARKING ENFORCEMENT/COMPLAINT","3811 TRIPP ST","","NOR","PressLog (2) copy.pdf"
2022-01-21,"10:30AM","220105176","SELF","TRAFFIC STOP / ENFORCEMENT","1500-BLK BURNETT AVE","","CIT","PressLog (2) copy.pdf"
2022-01-21,"10:22AM","220105174","PHONE","TRESPASS","303 WELCH AVE","","NOR","PressLog (2) copy.pdf"
2022-01-21,"10:17AM","220105173","PHONE","SUSPICIOUS PERSON/VEH/ACTIVITY","S KELLOGG AVE/LINCOLN WAY","","UTL","PressLog (2) copy.pdf"
2022-01-21,"10:17AM","","PHONE","SUSPICIOUS PERSON/VEH/ACTIVITY","S KELLOGG AVE/LINCOLN WAY","","UTL","PressLog (2) copy.pdf"
2022-01-21,"09:55AM","220105164","PHONE","MEDICAL ASSIST/AMBULANCE CALL","3219-105 ROY KEY AVE","","NRSP","PressLog (2) copy.pdf"
2022-01-21,"09:13AM","220105158","PHONE","BURGLARY / ATTEMPTED BURGLARY","1016 S DUFF AVE","22000249","RPT","PressLog (2) copy.pdf"
2022-01-21,"08:57AM","220105156","PHONE","DISORDERLY CONDUCT","603 S 16TH ST","","NOR","PressLog (2) copy.pdf"
2022-01-21,"08:52AM","220105152","PHONE","MOTORIST ASSISTANCE","S 16TH ST/S DUFF AVE","","NOR","PressLog (2) copy.pdf"
2022-01-21,"07:52AM","220105140","PHONE","PARKING ENFORCEMENT/COMPLAINT","900-BLK TENNYSON AVE","","NOR","PressLog (2) copy.pdf"
2022-01-21,"07:32AM","220105137","E911","MEDICAL ASSIST/AMBULANCE CALL","2715 CLEVELAND DR","","NRSP","PressLog (2) copy.pdf"
2022-01-21,"02:52AM","220105116","W911","MEDICAL ASSIST/AMBULANCE CALL","1521-401 S GRAND AVE","","NRSP","PressLog (2) copy.pdf"
2022-01-21,"02:45AM","220105113","W911","DISORDERLY CONDUCT","4403-4 ONTARIO ST","","NOR","PressLog (2) copy.pdf"
2022-01-21,"02:35AM","220105110","PHONE","OPERATING WHILE INTOXICATED","US HIGHWAY 30/S DUFF AVE","22000248","ARR","PressLog (2) copy.pdf"
2022-01-21,"02:35AM","","PHONE","OPERATING WHILE INTOXICATED","US HIGHWAY 30/S DUFF AVE","22000248","ARR","PressLog (2) copy.pdf"
2022-01-21,"02:14AM","220105109","PHONE","MOTORIST ASSISTANCE","636 LINCOLN WAY","","ASC","PressLog (2) copy.pdf"
2022-01-21,"01:32AM","220105105","PHONE","HARASSMENT","1828-4 DOUGLAS AVE","22000247","RPT","PressLog (2) copy.pdf"
2022-01-21,"01:03AM","220105098","W911","MEDICAL ASSIST/AMBULANCE CALL","2923-1 WOODLAND ST","","NRSP","PressLog (2) copy.pdf"
2022-01-20,"11:56PM","220105085","W911","ELEVATOR ASSIST","119 STANTON AVE","","NRSP","PressLog (2) copy.pdf"
2022-01-20,"11:56PM","220105084","PHONE","SUSPICIOUS PERSON/VEH/ACTIVITY","221 SHELDON AVE","","NOR","PressLog (2) copy.pdf"
2022-01-20,"11:54PM","220105083","PHONE","CIVIL MATTER","4301-16 LINCOLN SWING","","NOR","PressLog (2) copy.pdf"
2022-01-20,"11:48PM","220105077","SELF","MEDICAL ASSIST/AMBULANCE CALL","109 WELCH AVE","","NOR","PressLog (2) copy.pdf"
2022-01-20,"11:48PM","","SELF","MEDICAL ASSIST/AMBULANCE CALL","109 WELCH AVE","","NOR","PressLog (2) copy.pdf"
2022-01-20,"05:33PM","220104979","PHONE","DISORDERLY CONDUCT","1308-203 WALTON DR","","NOR","PressLog (2) copy.pdf"
2022-01-20,"04:34PM","220104970","PHONE","MOTORIST ASSISTANCE","US HIGHWAY 30/UNIVERSITY BLVD","","INFO","PressLog (2) copy.pdf"
2022-01-20,"04:27PM","220104968","PHONE","PARKING ENFORCEMENT/COMPLAINT","300-BLK E 14TH ST","","INFO","PressLog (2) copy.pdf"
2022-01-20,"04:14PM","220104964","PHONE","BURGLARY / ATTEMPTED BURGLARY","1400-209 COCONINO RD","22000244","RPT","PressLog (2) copy.pdf"
2022-01-20,"03:57PM","220104961","PHONE","MEDICAL ASSIST/AMBULANCE CALL","2415-102 BRISTOL DR","","NRSP","PressLog (2) copy.pdf"
2022-01-20,"03:55PM","220104959","PHONE","PARKING ENFORCEMENT/COMPLAINT","5400-BLK TENNESSEE ST","","INFO","PressLog (2) copy.pdf"
2022-01-20,"03:51PM","220104957","SELF","TRAFFIC STOP / ENFORCEMENT","LINCOLN WAY/LYNN AVE","","WAR","PressLog (2) copy.pdf"
2022-01-20,"03:42PM","220104956","PHONE","THEFT / FRAUD / FORGERY","3317 CULLEN DR","22000243","RPT","PressLog (2) copy.pdf"
2022-01-20,"03:37PM","220104955","PHONE","PARKING ENFORCEMENT/COMPLAINT","4000-BLK TORONTO ST","","INFO","PressLog (2) copy.pdf"
2022-01-20,"03:32PM","220104954","SELF","TRAFFIC STOP / ENFORCEMENT","100-BLK S WALNUT AVE","","CIT","PressLog (2) copy.pdf"
2022-01-20,"03:28PM","220104953","PHONE","PARKING ENFORCEMENT/COMPLAINT","1500 DELAWARE AVE","","INFO","PressLog (2) copy.pdf"
2022-01-20,"03:06PM","220104945","PHONE","PRIVATE TOW","208 S HYLAND AVE","","PTOW","PressLog (2) copy.pdf"
2022-01-20,"02:44PM","220104941","PHONE","THEFT / FRAUD / FORGERY","801 LINCOLN WAY","22000241","RPT","PressLog (2) copy.pdf"
2022-01-20,"02:37PM","220104937","PHONE","EQUIPMENT/SIGN MALFUNCTION","200-BLK WELCH AVE","","UTL","PressLog (2) copy.pdf"
2022-01-20,"01:24PM","220104923","PHONE","GENERAL ALARM BANK / RESIDENTI","3413 AURORA AVE","","BIL","PressLog (2) copy.pdf"
2022-01-20,"01:14PM","220104922","PHONE","PARKING ENFORCEMENT/COMPLAINT","902 PINON DR","","ASC","PressLog (2) copy.pdf"
2022-01-20,"12:47PM","220104916","PHONE","PARKING ENFORCEMENT/COMPLAINT","4600-BLK HUTCHISON ST","","ASC","PressLog (2) copy.pdf"
2022-01-20,"12:24PM","220104914","PHONE","MEDICAL ASSIST/AMBULANCE CALL","3440-203 GRAND AVE","","NRSP","PressLog (2) copy.pdf"
2022-01-20,"11:46AM","220104904","PHONE","HARASSMENT","410 FAULKNER CT","22000240","RPT","PressLog (2) copy.pdf"
2022-01-20,"11:46AM","220104902","SELF","PARKING ENFORCEMENT/COMPLAINT","1322 CURTISS AVE","","ASC","PressLog (2) copy.pdf"
2022-01-20,"10:21AM","220104880","PHONE","PARKING ENFORCEMENT/COMPLAINT","400-BLK STANTON AVE","","ASC","PressLog (2) copy.pdf"
2022-01-20,"10:18AM","220104878","PHONE","PARKING ENFORCEMENT/COMPLAINT","1300-BLK IOWA CIR","","ASC","PressLog (2) copy.pdf"
2022-01-20,"09:27AM","220104870","PHONE","SCAM","1110 ARIZONA AVE","22000238","RPT","PressLog (2) copy.pdf"
2022-01-20,"09:11AM","220104865","PHONE","BURGLARY / ATTEMPTED BURGLARY","303-105 WELCH AVE","22000239","RPT","PressLog (2) copy.pdf"
2022-01-20,"09:10AM","220104863","PHONE","MEDICAL ASSIST/AMBULANCE CALL","1618 GOLDEN ASPEN DR","","NRSP","PressLog (2) copy.pdf"
2022-01-20,"08:48AM","220104858","PHONE","LAW DEPARTMENT ASSIST","127-202 WELCH AVE","","NOR","PressLog (2) copy.pdf"
2022-01-20,"08:48AM","220104857","PHONE","MOTOR VEH CRASH/PROP DAMAGE","MORTENSEN RD/WILDER BLVD","","ASC","PressLog (2) copy.pdf"
2022-01-20,"08:39AM","220104855","PHONE","MOTORIST ASSISTANCE","6TH ST/DUFF AVE","","ASC","PressLog (2) copy.pdf"
2022-01-20,"08:18AM","220104849","PHONE","MEDICAL ASSIST/AMBULANCE CALL","3715-103 GRAYHAWK AVE","","NRSP","PressLog (2) copy.pdf"
2022-01-20,"08:11AM","220104846","PHONE","LAW DEPARTMENT ASSIST","515 CLARK AVE","","NOR","PressLog (2) copy.pdf"
2022-01-20,"08:06AM","220104845","PHONE","THEFT / FRAUD / FORGERY","124 SONDROL AVE","","ASC","PressLog (2) copy.pdf"
2022-01-20,"08:05AM","220104842","PHONE","TESTING OR INSTALLING","132 WELCH AVE","","TEST","PressLog (2) copy.pdf"
2022-01-20,"05:36AM","220104818","W911","DISTURBANCE & NOISE PARTY","218-10 S WALNUT AVE","","NOR","PressLog (2) copy.pdf"
2022-01-20,"02:35AM","220104796","PHONE","ANIMAL CALL","1717 S GRAND AVE","","NOR","PressLog (2) copy.pdf"
2022-01-20,"02:01AM","220104788","PHONE","DISORDERLY CONDUCT","221-215 CRYSTAL ST","","NOR","PressLog (2) copy.pdf"
2022-01-20,"12:34AM","220104779","W911","MEDICAL ASSIST/AMBULANCE CALL","4210-8 LINCOLN SWING","","NRSP","PressLog (2) copy.pdf"
2022-01-20,"12:25AM","220104777","PHONE","DISTURBANCE & NOISE PARTY","320-102 STANTON AVE","","WAR","PressLog (2) copy.pdf"
2022-01-19,"11:56PM","220104773","W911","DISORDERLY CONDUCT","4027 LINCOLN WAY","","NOR","PressLog (2) copy.pdf"
2022-01-19,"11:56PM","","W911","DISORDERLY CONDUCT","4027 LINCOLN WAY","","NOR","PressLog (2) copy.pdf"
2022-01-19,"10:50PM","220104764","PHONE","RECKLESS DRIVER","US HIGHWAY 30/S DAYTON AVE","","INFO","PressLog (2) copy.pdf"
2022-01-19,"10:50PM","220104763","PHONE","DISTURBANCE & NOISE PARTY","240-18 RAPHAEL AVE","","NOR","PressLog (2) copy.pdf"
2022-01-19,"10:35PM","220104757","PHONE","LAW DEPARTMENT ASSIST","2101-204 OAKWOOD RD","","REF","PressLog (2) copy.pdf"
2022-01-19,"10:13PM","220104756","PHONE","SUSPICIOUS PERSON/VEH/ACTIVITY","5603 WESTFIELD DR","","UTL","PressLog (2) copy.pdf"
2022-01-19,"09:50PM","220104753","PHONE","GENERAL ALARM BANK / RESIDENTI","238 ALEXANDER AVE","","BIL","PressLog (2) copy.pdf"
2022-01-19,"09:38PM","220104752","PHONE","DISTURBANCE & NOISE PARTY","2300-510 LINCOLN WAY","","ASC","PressLog (2) copy.pdf"
2022-01-19,"09:38PM","","PHONE","DISTURBANCE & NOISE PARTY","2300-510 LINCOLN WAY","","ASC","PressLog (2) copy.pdf"
2022-01-19,"09:17PM","220104750","SELF","BUS VIOLATION","500-BLK S 4TH ST","","ASC","PressLog (2) copy.pdf"
2022-01-19,"09:11PM","220104748","PHONE","SUSPICIOUS PERSON/VEH/ACTIVITY","632 20TH ST","","UTL","PressLog (2) copy.pdf"
2022-01-19,"09:09PM","220104747","SELF","MOTORIST ASSISTANCE","SOUTH DAKOTA AVE/MORTENSEN RD","","ASC","PressLog (2) copy.pdf"
2022-01-19,"07:34PM","220104727","PHONE","PRIVATE TOW","208 S HYLAND AVE","","PTOW","PressLog (2) copy.pdf"
2022-01-19,"07:02PM","220104717","PHONE","MEDICAL ASSIST/AMBULANCE CALL","2525-102 BOBCAT DR","","NRSP","PressLog (2) copy.pdf"
2022-01-19,"06:50PM","220104715","PHONE","DISORDERLY CONDUCT","527-115 E LINCOLN WAY","","NOR","PressLog (2) copy.pdf"
2022-01-19,"06:50PM","220104715","PHONE","DISORDERLY CONDUCT","527-115 E LINCOLN WAY","","NOR","PressLog (2) copy.pdf"
2022-01-19,"06:20PM","220104710","PHONE","DISORDERLY CONDUCT","703 BURNETT AVE","","NOR","PressLog (2) copy.pdf"
2022-01-19,"06:20PM","","PHONE","DISORDERLY CONDUCT","703 BURNETT AVE","","NOR","PressLog (2) copy.pdf"
2022-01-19,"06:02PM","220104707","SELF","MOTORIST ASSISTANCE","1200-BLK DUFF AVE","","NOR","PressLog (2) copy.pdf"
2022-01-19,"05:35PM","220104701","PHONE","EQUIPMENT/SIGN MALFUNCTION","207-201 WELCH AVE","","INFO","PressLog (2) copy.pdf"
2022-01-19,"05:29PM","220104698","PHONE","PARKING ENFORCEMENT/COMPLAINT","2821 WOOD ST","","NOR","PressLog (2) copy.pdf"
2022-01-19,"05:24PM","220104696","PHONE","MISSING PERSON / RUNAWAY","223-305 CRYSTAL ST","","ASC","PressLog (2) copy.pdf"
2022-01-19,"04:58PM","220104690","PHONE","TRESPASS","3500-101 UNIVERSITY BLVD","22000235","RPT","PressLog (2) copy.pdf"
2022-01-19,"04:43PM","220104685","PHONE","PARKING ENFORCEMENT/COMPLAINT","538 E 2ND ST","","NOR","PressLog (2) copy.pdf"
2022-01-19,"04:34PM","220104682","PHONE","BURGLARY / ATTEMPTED BURGLARY","2142 SUNSET DR","22000236","RPT","PressLog (2) copy.pdf"
2022-01-19,"04:29PM","220104677","SELF","CITIZEN CONTACT","515 CLARK AVE","","NOR","PressLog (2) copy.pdf"
2022-01-19,"04:06PM","220104669","PHONE","HARASSMENT","1006-69 S DAYTON PL","22000237","RPT","PressLog (2) copy.pdf"
2022-01-19,"03:58PM","220104665","PHONE","HARASSMENT","3500-101 UNIVERSITY BLVD","","ASC","PressLog (2) copy.pdf"
2022-01-19,"03:34PM","220104660","PHONE","MOTOR VEH CRASH/PROP DAMAGE","SUMMIT AVE/CRESCENT ST","22000234","RPT","PressLog (2) copy.pdf"
2022-01-19,"03:15PM","220104653","PHONE","MEDICAL ASSIST/AMBULANCE CALL","1330 NIXON CIR","","NRSP","PressLog (2) copy.pdf"
2022-01-19,"03:06PM","220104648","PHONE","911 HANG UP / INCOMPLETE CALL","820 MILLER AVE","","NOR","PressLog (2) copy.pdf"
2022-01-19,"03:03PM","220104647","PHONE","THEFT / FRAUD / FORGERY","3526 GRAND AVE","22000233","RPT","PressLog (2) copy.pdf"
2022-01-19,"03:01PM","220104646","PHONE","ANIMAL CALL","1522 ROOSEVELT AVE","","TOT","PressLog (2) copy.pdf"
2022-01-19,"02:21PM","220104642","PHONE","CIVIL MATTER","2507 SE 16TH ST","","REF","PressLog (2) copy.pdf"
2022-01-19,"02:00PM","220104641","PHONE","MOTOR VEH CRASH/PROP DAMAGE","137 S WILMOTH AVE","","NOR","PressLog (2) copy.pdf"
2022-01-19,"12:51PM","220104632","PHONE","MOTORIST ASSISTANCE","3300 E LINCOLN WAY","","ASC","PressLog (2) copy.pdf"
2022-01-19,"12:38PM","220104627","PHONE","MEDICAL ASSIST/AMBULANCE CALL","421-213 STONEHAVEN DR","","NRSP","PressLog (2) copy.pdf"
2022-01-19,"12:00PM","220104622","PHONE","MOTOR VEH CRASH/PROP DAMAGE","1111 DUFF AVE","22000232","RPT","PressLog (2) copy.pdf"
2022-01-19,"11:58AM","220104620","PHONE","MOTORIST ASSISTANCE","4200-BLK MORTENSEN RD","","NOR","PressLog (2) copy.pdf"
2022-01-19,"11:54AM","220104619","PHONE","PRIVATE TOW","2402 LINCOLN WAY","","DUP","PressLog (2) copy.pdf"
2022-01-19,"10:37AM","220104609","PHONE","VANDALISM / CRIMINAL MISCHIEF","914 16TH ST","22000230","RPT","PressLog (2) copy.pdf"
2022-01-19,"10:28AM","220104602","PHONE","MOTORIST ASSISTANCE","GRAND AVE/20TH ST","","NOR","PressLog (2) copy.pdf"
2022-01-19,"10:07AM","220104600","PHONE","MOTORIST ASSISTANCE","BEACH AVE/LINCOLN WAY","","NOR","PressLog (2) copy.pdf"
2022-01-19,"10:02AM","220104598","SELF","TRAFFIC STOP / ENFORCEMENT","4300-BLK ONTARIO ST","","CIT","PressLog (2) copy.pdf"
2022-01-19,"09:47AM","220104591","PHONE","CIVIL MATTER","515 CLARK AVE","","NAT","PressLog (2) copy.pdf"
2022-01-19,"09:47AM","220104590","PHONE","PARKING ENFORCEMENT/COMPLAINT","1300-BLK IOWA CIR","","NOR","PressLog (2) copy.pdf"
2022-01-19,"09:34AM","220104589","PHONE","THEFT / FRAUD / FORGERY","515 CLARK AVE","22000229","RPT","PressLog (2) copy.pdf"
2022-01-19,"09:30AM","220104587","PHONE","PRIVATE TOW","2402 LINCOLN WAY","","PTOW","PressLog (2) copy.pdf"
2022-01-19,"09:30AM","","PHONE","PRIVATE TOW","2402 LINCOLN WAY","","PTOW","PressLog (2) copy.pdf"
2022-01-19,"09:30AM","","PHONE","PRIVATE TOW","2402 LINCOLN WAY","","PTOW","PressLog (2) copy.pdf"
2022-01-19,"09:23AM","220104584","SELF","TRAFFIC STOP / ENFORCEMENT","129 S DUFF AVE","","WAR","PressLog (2) copy.pdf"
2022-01-19,"09:19AM","220104581","PHONE","SUSPICIOUS PERSON/VEH/ACTIVITY","108 SHERMAN AVE","","NOR","PressLog (2) copy.pdf"
2022-01-19,"09:12AM","220104578","PHONE","PRIVATE TOW","429 S DUFF AVE","","PTOW","PressLog (2) copy.pdf"
2022-01-19,"09:02AM","220104571","PHONE","SUSPICIOUS PERSON/VEH/ACTIVITY","RIDGETOP RD/ALDERWOOD CIR","","NOR","PressLog (2) copy.pdf"
2022-01-19,"08:45AM","220104568","SELF","TRAFFIC STOP / ENFORCEMENT","UNIVERSITY BLVD/US HIGHWAY 30 RAMP","","CIT","PressLog (2) copy.pdf"
2022-01-19,"08:32AM","220104564","SELF","TRAFFIC STOP / ENFORCEMENT","UNIVERSITY BLVD/US HIGHWAY 30 RAMP","","CIT","PressLog (2) copy.pdf"
2022-01-19,"08:30AM","220104563","PHONE","MOTORIST ASSISTANCE","6TH ST/HODGE AVE","","INFO","PressLog (2) copy.pdf"
2022-01-19,"08:30AM","","PHONE","MOTORIST ASSISTANCE","6TH ST/HODGE AVE","","INFO","PressLog (2) copy.pdf"
2022-01-19,"08:30AM","","PHONE","MOTORIST ASSISTANCE","6TH ST/HODGE AVE","","INFO","PressLog (2) copy.pdf"
2022-01-19,"08:15AM","220104557","SELF","TRAFFIC STOP / ENFORCEMENT","UNIVERSITY BLVD/US HIGHWAY 30 RAMP","","WAR","PressLog (2) copy.pdf"
2022-01-19,"08:00AM","220104554","SELF","TRAFFIC STOP / ENFORCEMENT","2165 GREEN HILLS DR","","CIT","PressLog (2) copy.pdf"
2022-01-19,"07:43AM","220104549","PHONE","MEDICAL ASSIST/AMBULANCE CALL","3219-105 ROY KEY AVE","","NRSP","PressLog (2) copy.pdf"
2022-01-19,"07:32AM","220104545","SELF","MOTORIST ASSISTANCE","1100-BLK E 13TH ST","","ASC","PressLog (2) copy.pdf"
2022-01-19,"07:12AM","220104540","PHONE","EQUIPMENT/SIGN MALFUNCTION","S 16TH ST/S GRAND AVE","","MAIN","PressLog (2) copy.pdf"
2022-01-19,"07:12AM","","PHONE","EQUIPMENT/SIGN MALFUNCTION","S 16TH ST/S GRAND AVE","","MAIN","PressLog (2) copy.pdf"
2022-01-19,"06:17AM","220104526","W911","MEDICAL ASSIST/AMBULANCE CALL","4715 HUTCHISON ST","","NRSP","PressLog (2) copy.pdf"
2022-01-19,"05:22AM","220104521","PHONE","GENERAL ALARM BANK / RESIDENTI","3105 GRAND AVE","","BIL","PressLog (2) copy.pdf"
2022-01-19,"05:02AM","220104518","PHONE","FIRE STRUCTURE","3105 GRAND AVE","","NRSP","PressLog (2) copy.pdf"
2022-01-19,"03:59AM","220104500","PHONE","GENERAL ALARM BANK / RESIDENTI","535 S DUFF AVE","","BIL","PressLog (2) copy.pdf"
2022-01-19,"03:04AM","220104498","PHONE","DISTURBANCE & NOISE PARTY","119 STANTON AVE","","UTL","PressLog (2) copy.pdf"
2022-01-19,"01:23AM","220104494","W911","MEDICAL ASSIST/AMBULANCE CALL","2823-11 LINCOLN WAY","22000228","ASC","PressLog (2) copy.pdf"
2022-01-19,"12:46AM","220104487","SELF","CITIZEN CONTACT","LINCOLN WAY/HOWARD AVE","","NOR","PressLog (2) copy.pdf"
2022-01-19,"12:46AM","","SELF","CITIZEN CONTACT","LINCOLN WAY/HOWARD AVE","","NOR","PressLog (2) copy.pdf"
2022-01-19,"12:22AM","220104485","PHONE","MEDICAL ASSIST/AMBULANCE CALL","515 CLARK AVE","","CBC","PressLog (2) copy.pdf"
2022-01-19,"12:20AM","220104482","PHONE","MEDICAL ASSIST/AMBULANCE CALL","703-3 GRAND AVE","","NOR","PressLog (2) copy.pdf"
2022-01-19,"12:03AM","220104480","W911","DISTURBANCE & NOISE PARTY","616-305 BILLY SUNDAY RD","","NOR","PressLog (2) copy.pdf"
2022-01-18,"11:39PM","220104476","PHONE","CITIZEN CONTACT","515 CLARK AVE","","NOR","PressLog (2) copy.pdf"
2022-01-18,"11:34PM","220104475","SELF","VANDALISM / CRIMINAL MISCHIEF","1330 6TH ST","","ASC","PressLog (2) copy.pdf"
2022-01-18,"10:51PM","220104473","PHONE","CITIZEN CONTACT","919 30TH ST","","INFO","PressLog (2) copy.pdf"
2022-01-18,"10:36PM","220104470","SELF","SUSPICIOUS PERSON/VEH/ACTIVITY","1200 E 13TH ST","","ASC","PressLog (2) copy.pdf"
2022-01-18,"10:30PM","220104469","PHONE","DISTURBANCE & NOISE PARTY","128 HICKORY DR","","ASC","PressLog (2) copy.pdf"
2022-01-18,"10:08PM","220104467","PHONE","SUSPICIOUS PERSON/VEH/ACTIVITY","3001 HEATHROW DR","","CBC","PressLog (2) copy.pdf"
2022-01-18,"09:58PM","220104464","PHONE","SUSPICIOUS PERSON/VEH/ACTIVITY","143 SHELDON AVE","","UTL","PressLog (2) copy.pdf"
2022-01-18,"09:58PM","","PHONE","SUSPICIOUS PERSON/VEH/ACTIVITY","143 SHELDON AVE","","UTL","PressLog (2) copy.pdf"
2022-01-18,"09:55PM","220104463","PHONE","SUSPICIOUS PERSON/VEH/ACTIVITY","919 30TH ST","","ASC","PressLog (2) copy.pdf"
2022-01-18,"09:34PM","220104459","PHONE","SUSPICIOUS PERSON/VEH/ACTIVITY","114-6 E LINCOLN WAY","","ASC","PressLog (2) copy.pdf"
2022-01-18,"08:37PM","220104448","PHONE","MEDICAL ASSIST/AMBULANCE CALL","2644-6 HUNT ST","","NRSP","PressLog (2) copy.pdf"
2022-01-18,"08:04PM","220104444","PHONE","LAW DEPARTMENT ASSIST","3803 BROOKDALE AVE","22000227","NOR","PressLog (2) copy.pdf"
2022-01-18,"07:58PM","220104442","PHONE","MEDICAL ASSIST/AMBULANCE CALL","3440 GRAND AVE","","NRSP","PressLog (2) copy.pdf"
2022-01-18,"07:10PM","220104437","SELF","TRAFFIC STOP / ENFORCEMENT","ONTARIO ST/NORTH DAKOTA AVE","","CIT","PressLog (2) copy.pdf"
2022-01-18,"06:53PM","220104436","PHONE","VEHICLE FIRE","DELAWARE AVE/ONTARIO ST","","NOR","PressLog (2) copy.pdf"
2022-01-18,"06:42PM","220104433","PHONE","MOTOR VEH CRASH/PROP DAMAGE","S DAYTON AVE/SE 16TH ST","22000226","RPT","PressLog (2) copy.pdf"
2022-01-18,"06:37PM","220104432","PHONE","RECKLESS DRIVER","MORTENSEN RD/SOUTH DAKOTA AVE","","NAT","PressLog (2) copy.pdf"
2022-01-18,"11:19AM","220104320","PHONE","MEDICAL ASSIST/AMBULANCE CALL","1214-108 FLORIDA AVE","","ASC","PressLog (2) copy.pdf"
2022-01-18,"11:02AM","220104315","PHONE","MOTOR VEH CRASH/PROP DAMAGE","1700-BLK LINCOLN WAY 22000219","","RPT","PressLog (2) copy.pdf"
2022-01-18,"10:54AM","220104313","PHONE","MOTOR VEH CRASH/PROP DAMAGE","640 LINCOLN WAY","","NOR","PressLog (2) copy.pdf"
2022-01-18,"10:12AM","220104307","PHONE","PRIVATE TOW","2320 LINCOLN WAY","","PTOW","PressLog (2) copy.pdf"
2022-01-18,"09:45AM","220104304","PHONE","PARKING ENFORCEMENT/COMPLAINT","4701 STEINBECK ST","","CIT","PressLog (2) copy.pdf"
2022-01-18,"09:45AM","","PHONE","PARKING ENFORCEMENT/COMPLAINT","4701 STEINBECK ST","","CIT","PressLog (2) copy.pdf"
2022-01-18,"09:45AM","","PHONE","PARKING ENFORCEMENT/COMPLAINT","4701 STEINBECK ST","","CIT","PressLog (2) copy.pdf"
2022-01-18,"09:45AM","","PHONE","PARKING ENFORCEMENT/COMPLAINT","4701 STEINBECK ST","","CIT","PressLog (2) copy.pdf"
2022-01-18,"09:45AM","","PHONE","PARKING ENFORCEMENT/COMPLAINT","4701 STEINBECK ST","","CIT","PressLog (2) copy.pdf"
2022-01-18,"09:45AM","","PHONE","PARKING ENFORCEMENT/COMPLAINT","4701 STEINBECK ST","","CIT","PressLog (2) copy.pdf"
2022-01-18,"09:45AM","","PHONE","PARKING ENFORCEMENT/COMPLAINT","4701 STEINBECK ST","","CIT","PressLog (2) copy.pdf"
2022-01-18,"09:45AM","","PHONE","PARKING ENFORCEMENT/COMPLAINT","4701 STEINBECK ST","","CIT","PressLog (2) copy.pdf"
2022-01-18,"09:45AM","","PHONE","PARKING ENFORCEMENT/COMPLAINT","4701 STEINBECK ST","","CIT","PressLog (2) copy.pdf"
2022-01-18,"09:43AM","220104303","PHONE","MOTOR VEH CRASH/PROP DAMAGE","ONTARIO ST/HYLAND AVE","","INFO","PressLog (2) copy.pdf"
2022-01-18,"09:16AM","220104299","PHONE","SUSPICIOUS PERSON/VEH/ACTIVITY","300-BLK N RIVERSIDE DR","","INFO","PressLog (2) copy.pdf"
2022-01-18,"09:09AM","220104298","PHONE","CIVIL MATTER","5421 ROWLING DR","","ASC","PressLog (2) copy.pdf"
2022-01-18,"09:07AM","220104297","SELF","OUTREACH","210 LYNN AVE","","ASC","PressLog (2) copy.pdf"
2022-01-18,"09:03AM","220104295","PHONE","THEFT / FRAUD / FORGERY","515 CLARK AVE 22000218","","RPT","PressLog (2) copy.pdf"
2022-01-18,"08:41AM","220104288","PHONE","PARKING ENFORCEMENT/COMPLAINT","2800-BLK WHITE OAK DR","","NOR","PressLog (2) copy.pdf"
2022-01-18,"08:27AM","220104282","PHONE","DISORDERLY CONDUCT","107 E LIME CT","","NOR","PressLog (2) copy.pdf"
2022-01-18,"08:04AM","220104278","PHONE","MOTOR VEH CRASH/PROP DAMAGE","US HIGHWAY 30/S DUFF AVE","","NOR","PressLog (2) copy.pdf"
2022-01-18,"07:45AM","220104272","PHONE","RECKLESS DRIVER","144 MM US HIGHWAY 30 E","","UTL","PressLog (2) copy.pdf"
2022-01-18,"06:31AM","220104263","W911","MEDICAL ASSIST/AMBULANCE CALL","2625 GRAND AVE","","NRSP","PressLog (2) copy.pdf"
2022-01-18,"06:23AM","220104261","W911","MOTOR VEH CRASH/PROP DAMAGE","SOUTH DAKOTA AVE/US HIGHWAY 30 RAMP22000217","","RPT","PressLog (2) copy.pdf"
